@relation 'spam-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8,12'

@attribute account_age numeric
@attribute no_follower numeric
@attribute no_following numeric
@attribute no_userfavourites numeric
@attribute no_lists numeric
@attribute no_tweets numeric
@attribute no_retweets numeric
@attribute no_hashtag numeric
@attribute no_usermention numeric
@attribute no_urls numeric
@attribute no_char numeric
@attribute no_digits numeric
@attribute class {spammer,non-spammer}

@data
615,717,37,0,26,284927,0,0,0,1,78,4,non-spammer
157,236,231,0,0,39380,0,0,0,1,31,0,non-spammer
465,671,748,687,3,12559,0,0,0,1,73,0,non-spammer
1584,261,115,27,2,1931,0,1,0,1,110,0,non-spammer
574,43,201,3,0,304,0,0,0,1,94,3,non-spammer
730,638,930,1603,1,98499,1,0,1,1,44,0,non-spammer
51,20,302,20,0,283,0,0,0,1,71,0,non-spammer
1775,71,224,18,2,1874,0,0,1,1,64,0,non-spammer
433,1406,1023,152,1,16046,0,0,0,1,51,0,non-spammer
176,22,108,0,0,7157,0,0,0,1,101,4,non-spammer
1058,955,296,2518,2,26945,0,0,0,1,50,0,non-spammer
1040,272,993,1366,0,3083,0,0,0,1,90,2,non-spammer
860,31876,14724,286,104,94314,0,0,0,1,74,5,non-spammer
253,2792,3074,0,6,115248,0,0,0,1,99,0,non-spammer
1316,4830,5297,363,88,27999,0,0,0,1,90,0,non-spammer
1160,231,193,19,0,6369,0,0,0,1,69,0,non-spammer
226,748,743,125,2,1100,0,0,0,1,89,2,non-spammer
1096,103,158,202,0,4449,0,0,0,1,46,0,non-spammer
460,268,96,2696,1,34966,0,0,1,1,56,0,non-spammer
1181,506,620,0,4,39773,0,0,0,1,118,3,non-spammer
1059,115,105,93,9,16561,0,0,0,1,21,0,non-spammer
562,279,274,13,0,14289,0,8,0,1,100,4,non-spammer
804,1447,670,3222,9,39315,0,0,0,1,62,1,non-spammer
1572,31,113,2,0,744,0,0,0,1,42,0,non-spammer
102,1206,1570,1,4,2874,0,0,1,1,93,2,non-spammer
169,352,133,9,0,2127,0,0,0,1,88,0,non-spammer
1060,47031,390,218,791,25277,0,0,1,1,26,0,non-spammer
441,332,1347,31,0,2693,0,0,0,1,29,0,non-spammer
895,1016,1393,1850,10,13561,0,1,0,1,114,2,non-spammer
153,25154,135,10,1,568,0,0,0,1,38,0,non-spammer
1278,98,131,8,0,1788,86,0,2,1,118,4,non-spammer
1069,749,416,135,16,20045,0,0,0,1,47,0,non-spammer
768,342,1078,416,0,2960,0,2,0,1,53,0,non-spammer
47,144,125,0,0,1690,0,0,0,1,92,0,non-spammer
862,3919,4191,0,9,58098,0,0,0,1,42,2,non-spammer
272,725,2001,44,1,6094,0,0,0,1,109,18,non-spammer
1793,230,370,288,5,612,2,2,3,1,116,0,non-spammer
1,24,24,21,0,282,0,8,0,1,103,6,non-spammer
1349,886806,0,33,4175,211709,0,1,0,1,51,0,non-spammer
623,15768,17353,0,38,125967,0,4,0,1,101,0,non-spammer
649,350,175,107,3,20573,0,0,0,1,23,0,non-spammer
1425,365,599,5448,11,137353,0,0,0,1,25,0,non-spammer
952,1,2,2,0,445,0,0,0,1,50,0,non-spammer
822,43653,43902,88,169,47802,0,8,0,1,113,0,non-spammer
160,2,17,0,0,20222,0,0,1,1,38,1,non-spammer
1077,293,424,20,1,1969,0,0,0,1,25,0,non-spammer
1323,3,7,0,0,169,0,0,0,1,48,6,non-spammer
158,1645,1831,0,2,141451,0,0,0,1,44,2,non-spammer
63,6,5,21,0,1343,0,0,0,1,89,8,non-spammer
1561,439,408,21,3,5160,1229,0,1,1,105,0,non-spammer
648,1251,1102,14222,12,58093,1,4,1,1,80,1,non-spammer
1689,2661,822,0,95,19811,0,0,0,1,24,4,non-spammer
1431,1294,2000,815,9,27140,0,0,1,1,88,0,non-spammer
562,59,152,15,0,1902,1248,0,1,1,110,2,non-spammer
11,14,17,1,0,81,0,0,0,1,29,0,non-spammer
401,617,1027,2,1,4755,0,0,0,1,58,0,non-spammer
1080,152,0,0,6,15579,0,0,0,1,93,0,non-spammer
937,962,1779,6,1,684,91,1,1,1,91,0,non-spammer
1397,42,309,15,1,1311,0,5,0,1,43,4,non-spammer
1514,44,111,11,0,3037,0,1,1,1,117,0,non-spammer
666,313,659,1472,1,2399,0,3,0,1,42,0,non-spammer
100,1278,1750,0,0,21788,9,0,1,1,37,3,non-spammer
91,173,106,1207,0,2813,0,0,0,1,28,0,non-spammer
77,803,804,615,1,2717,0,0,0,1,44,4,non-spammer
491,2533,1630,31,9,80397,1,2,1,1,63,0,non-spammer
145,6,72,35,0,30,0,0,1,1,14,0,non-spammer
0,0,7,0,0,614,0,0,0,1,0,0,non-spammer
571,2987,1436,974,34,10139,0,0,1,1,87,0,non-spammer
551,206,935,4,0,393,1321,0,1,1,85,4,non-spammer
1765,225,216,5086,6,21491,0,0,3,1,52,0,non-spammer
1204,87,108,39,1,11870,0,0,0,1,61,3,non-spammer
332,463,434,82,1,1233,1,0,1,1,114,2,non-spammer
839,112,151,12,0,9149,0,0,0,1,14,0,non-spammer
1656,1055,238,86,2,16573,0,0,0,1,44,2,non-spammer
1366,1374,101,152,174,32211,0,0,0,1,14,0,non-spammer
27,2,0,0,0,225,0,2,0,1,75,2,non-spammer
155,906,87,51,0,1384,0,0,0,1,45,1,non-spammer
1295,1468,905,371,7,6878,0,0,0,1,50,0,non-spammer
1729,466,884,185,7,3546,0,0,1,1,117,0,non-spammer
228,25,67,146,0,1736,1,0,2,1,68,4,non-spammer
823,410089,17,2087,1058,53280,0,0,0,1,38,0,non-spammer
1386,426,196,1,1,8433,0,0,0,1,58,0,non-spammer
1,0,0,0,0,84,0,0,1,1,51,5,non-spammer
330,216,195,92,0,9435,0,0,0,1,116,0,non-spammer
1664,611,565,16,2,8722,0,0,0,1,69,1,non-spammer
26,1330,2001,0,0,15084,0,3,0,1,86,4,non-spammer
958,193,138,142,0,18206,0,0,0,1,77,1,non-spammer
1369,353,794,121,3,3965,0,0,0,1,11,0,non-spammer
1,26,33,0,0,283,0,0,0,1,117,2,non-spammer
233,197,828,0,1,46713,0,8,0,1,104,4,non-spammer
879,1305,845,952,1,21087,0,0,0,1,51,2,non-spammer
128,159,167,207,0,1722,0,0,0,1,63,0,non-spammer
613,3659,46,0,8,42960,0,3,0,1,83,3,non-spammer
1111,0,3,1,0,492,0,0,0,1,42,3,non-spammer
604,1348,615,731,0,15218,0,0,0,1,70,0,non-spammer
25,6,19,0,0,232,0,0,0,1,57,0,non-spammer
101,911,60,0,1,94615,0,0,0,1,115,3,non-spammer
646,188,161,45,0,2636,0,0,0,1,45,1,non-spammer
379,558,317,103,0,11227,0,0,0,1,77,0,non-spammer
487,2008,469,365,13,10711,0,0,0,1,69,3,non-spammer
639,23663,24293,12,165,33428,0,0,0,1,26,0,non-spammer
61,473,993,16,0,2623,0,0,0,1,117,2,non-spammer
651,260,248,195,0,752,0,0,0,1,57,1,non-spammer
746,326,2001,8,1,22101,0,0,0,1,0,0,non-spammer
61,1411,1400,0,0,12016,0,0,0,1,117,2,non-spammer
882,19,156,1,0,137,0,0,0,1,70,2,non-spammer
1226,78,183,246,0,16878,0,0,1,1,115,0,non-spammer
1401,317,325,19,1,5167,0,0,0,1,46,0,non-spammer
246,1697,1644,342,0,3608,0,0,0,1,45,1,non-spammer
768,569,349,898,10,4455,0,0,1,1,38,0,non-spammer
425,252,97,0,0,40887,0,0,0,1,117,4,non-spammer
883,442,437,3,2,39122,0,0,1,1,85,1,non-spammer
1166,211,334,4,0,137,0,0,0,1,70,0,non-spammer
208,5,72,0,0,91,0,0,0,1,97,0,non-spammer
152,67,210,0,0,20293,0,0,0,2,74,0,non-spammer
1466,119,178,10,4,8239,0,0,0,1,98,2,non-spammer
793,576,571,739,1,5196,0,0,0,1,67,2,non-spammer
625,2298,1662,2838,7,8632,1,0,1,1,32,0,non-spammer
717,1465,335,52,0,16965,0,0,0,1,69,6,non-spammer
699,0,9,0,0,487,0,0,0,1,39,0,non-spammer
1309,693,908,208,48,3015,0,1,0,1,64,0,non-spammer
1795,9,98,1,0,140,2,1,1,1,49,0,non-spammer
507,15,148,29,0,95,5,1,1,1,96,4,non-spammer
522,554,534,285,8,6308,1,0,1,1,104,4,non-spammer
31,12,25,1,0,8,0,1,0,1,54,3,non-spammer
975,1083,347,344,3,23298,0,0,0,1,7,0,non-spammer
211,1391,505,1895,0,19384,0,0,0,1,87,2,non-spammer
1427,667,660,112,3,19663,0,2,0,1,78,5,non-spammer
575,521,256,616,1,16721,0,0,0,1,51,0,non-spammer
739,1186,125,4998,1,32191,0,0,0,1,11,0,non-spammer
695,9949,400,863,1,15259,0,0,0,1,70,4,non-spammer
1659,19,136,3,0,154,0,2,0,1,73,3,non-spammer
172,43,91,0,1,53499,0,1,0,1,51,0,non-spammer
352,77,188,0,2,345,0,0,2,1,66,0,non-spammer
286,145,223,0,0,45570,0,0,0,2,69,10,non-spammer
1510,1438,1928,0,23,85205,0,0,0,1,57,0,non-spammer
145,6,72,35,0,31,0,0,1,1,14,0,non-spammer
537,677,111,672,0,2295,0,0,0,1,68,2,non-spammer
1530,26155,27612,2,171,23022,0,0,0,1,74,0,non-spammer
429,618,1071,19,2,2142,0,0,1,1,37,5,non-spammer
931,70,345,403,0,3577,0,0,0,1,68,2,non-spammer
933,10,51,0,0,1491,0,0,0,1,27,0,non-spammer
862,519,398,3048,0,23261,0,0,0,1,15,0,non-spammer
1088,2024,681,23,22,1566,0,0,0,1,74,0,non-spammer
682,266,94,0,18,1916,0,0,2,1,113,4,non-spammer
230,1798,760,2,8,3892,0,0,1,1,39,0,non-spammer
2228,735416,14739,5,2130,7839,0,0,1,1,35,0,non-spammer
813,147,117,9634,1,13028,3,0,1,1,115,0,non-spammer
1729,16232,13915,1,341,89036,0,3,0,1,89,0,non-spammer
737,516,1292,8,0,11539,0,0,0,1,50,0,non-spammer
1078,488,500,7903,3,18557,0,0,0,1,94,2,non-spammer
258,180,583,334,0,2278,0,0,0,1,78,1,non-spammer
1069,350,292,548,1,23296,0,0,0,1,34,0,non-spammer
315,22,19,0,0,80823,0,1,0,1,102,7,non-spammer
385,1388,1792,9,3,18347,64,0,1,1,38,3,non-spammer
735,174,149,232,2,8649,0,0,1,1,40,3,non-spammer
362,186,370,5335,2,14404,1,2,1,1,74,11,non-spammer
557,912,1063,0,23,958,0,0,0,1,17,1,non-spammer
539,283,230,534,1,4112,0,0,0,1,18,2,non-spammer
860,53,203,167,0,1946,0,0,1,1,24,0,non-spammer
363,807,1986,76,2,19763,0,6,0,1,98,0,non-spammer
1,4,31,0,0,203,0,0,0,1,18,0,non-spammer
1165,64,92,12,5,3756,0,0,0,1,18,1,non-spammer
9,36,40,0,1,52,0,9,0,1,113,0,non-spammer
332,11,37,0,0,275,0,0,0,1,46,0,non-spammer
801,781,1036,0,5,466,0,0,0,1,39,0,non-spammer
705,1745,1938,338,35,152535,0,0,0,1,65,0,non-spammer
1492,1696,467,14,17,38176,0,0,0,1,68,1,non-spammer
276,417,670,29,0,5062,24,0,1,1,58,0,non-spammer
8,571,677,61,0,186,1,0,1,1,107,5,non-spammer
1352,90,83,1,5,4959,0,1,0,1,60,1,non-spammer
1133,698,625,5,33,897,0,1,0,2,89,0,non-spammer
841,517,111,74,16,18365,1,0,1,1,104,0,non-spammer
23,53,2001,0,0,564,159,0,1,1,60,6,non-spammer
1019,157,327,1645,0,11041,0,1,0,1,23,0,non-spammer
2140,781,1831,0,2,3114,0,0,0,1,70,15,non-spammer
98,505,345,6,3,39621,0,5,0,1,118,0,non-spammer
1177,6482,3639,1310,78,70703,0,0,0,1,76,0,non-spammer
366,269,626,1035,0,2428,0,1,0,1,61,0,non-spammer
162,7,45,2,0,3,0,1,0,1,29,9,non-spammer
887,2539,408,250,0,9447,0,0,4,1,106,0,non-spammer
336,325,0,0,2,3878,0,4,0,1,33,0,non-spammer
1760,146392,7556,2132,2602,26584,0,0,0,1,76,0,non-spammer
1125,558,669,9,2,24907,0,0,0,1,30,0,non-spammer
5,2,18,46,0,105,0,0,1,1,57,4,non-spammer
90,95,78,0,0,959,1,0,1,1,91,0,non-spammer
1528,7091,6815,7216,74,26622,1,0,1,1,108,2,non-spammer
21,266,29,0,0,12738,0,0,0,1,45,0,non-spammer
624,12842,14078,0,24,118351,0,4,0,1,104,1,non-spammer
681,88,468,8,0,671,7912,0,1,1,80,4,non-spammer
853,481,297,488,3,25652,0,2,1,1,66,0,non-spammer
1324,1080,1000,17228,27,53614,0,0,0,1,24,0,non-spammer
1744,618,1525,16,6,107575,0,1,0,1,44,3,non-spammer
469,15611,1987,2,6,5256,0,0,0,1,60,0,non-spammer
4,2,20,0,0,798,0,0,0,1,18,0,non-spammer
1018,2,869,0,0,454,0,0,0,1,36,0,non-spammer
667,1529,1507,239,1,18643,0,0,0,1,43,0,non-spammer
136,5,89,7,0,137,0,0,0,1,54,2,non-spammer
797,583,1836,3441,6,11390,0,1,0,1,43,3,non-spammer
260,10373,11520,0,14,2779,0,0,0,1,15,0,non-spammer
18,11,22,0,2,14754,0,0,0,1,91,0,non-spammer
609,846,969,0,3,113326,0,0,0,1,37,4,non-spammer
1683,661,794,7,24,117542,0,0,0,1,50,0,non-spammer
280,215,1,0,3,120704,0,1,0,1,69,5,non-spammer
171,363,418,552,5,1537,0,1,2,1,111,8,non-spammer
103,153,156,7,0,4431,0,0,0,1,82,0,non-spammer
702,3183,738,674,81,21654,0,2,0,1,67,0,non-spammer
1159,1990,293,3,0,773,0,4,0,1,76,0,non-spammer
215,0,0,0,0,126,0,0,0,1,69,1,non-spammer
1298,2,6,0,0,27,0,0,1,1,115,0,non-spammer
356,197,268,496,0,1510,0,0,0,1,78,0,non-spammer
1041,2333,1716,0,23,8478,0,0,0,1,23,0,non-spammer
223,2744,1258,644,32,8818,0,0,1,1,15,0,non-spammer
123,1280,60,0,10,115695,0,0,0,1,109,1,non-spammer
713,381,358,437,0,7759,0,0,1,1,96,0,non-spammer
47,330,314,1,0,14744,0,7,0,1,117,0,non-spammer
635,370,270,21,1,2764,0,0,0,1,56,0,non-spammer
449,1427,1537,0,4,17908,0,0,0,1,24,0,non-spammer
980,597,270,20,2,2272,0,0,0,1,78,1,non-spammer
1417,1037,421,91,1,21093,0,0,0,1,76,0,non-spammer
113,92,15,90,5,4348,76,0,1,1,98,3,non-spammer
1487,8896,53,2,525,5872,0,0,0,1,71,1,non-spammer
682,462,1016,64,0,4716,0,0,0,1,49,0,non-spammer
1583,368,350,549,13,41210,1,0,1,1,38,1,non-spammer
994,226,162,435,0,5022,0,0,0,1,102,0,non-spammer
120,280,1945,399,1,2930,370,0,1,1,92,4,non-spammer
1092,439,335,20,0,5021,0,0,0,1,59,0,non-spammer
15,1,13,0,0,3251,0,0,0,1,56,0,non-spammer
862,158,105,35,0,648,0,0,0,1,100,1,non-spammer
632,828,753,299,3,14285,0,0,0,1,36,0,non-spammer
1357,54617,13414,33,5062,9239,0,0,0,2,94,2,non-spammer
427,191,135,866,1,2728,0,0,1,1,56,0,non-spammer
822,2433,33,23,96,2653,0,1,0,1,102,0,non-spammer
731,160,103,9,13,412,0,1,0,1,115,4,non-spammer
692,405,184,11,0,20685,0,0,0,1,99,2,non-spammer
181,25,109,6,3,9391,0,0,0,1,114,0,non-spammer
793,673,906,522,6,75272,1,2,1,1,56,1,non-spammer
222,1568,1434,0,0,46465,0,0,0,1,49,4,non-spammer
131,1235,1208,74,0,7983,0,0,0,1,116,6,non-spammer
799,156,282,196,0,1767,0,3,0,1,54,0,non-spammer
613,656,386,1616,0,18624,0,0,0,1,68,1,non-spammer
1120,479,590,1,3,15305,0,0,0,1,90,2,non-spammer
293,27585,0,0,121,11966,45,0,1,1,82,0,non-spammer
940,199,391,64,0,492,0,0,0,1,49,1,non-spammer
22,67,124,0,5,15018,0,0,0,1,91,0,non-spammer
1069,1032,9,0,38,90494,0,0,0,2,84,0,non-spammer
1979,116778,2775,20,1548,110603,0,0,0,1,38,2,non-spammer
641,113,78,0,5,646,0,0,0,1,118,0,non-spammer
1614,593,434,197,2,24039,0,0,0,1,73,2,non-spammer
1824,17796,8069,1237,1560,60424,0,1,1,1,98,1,non-spammer
293,419,912,118,1,5729,0,0,0,1,22,1,non-spammer
1656,7677,76,0,29,2980,0,0,0,1,76,0,non-spammer
1135,574,58,123,3,32880,0,0,0,1,100,0,non-spammer
225,214,509,321,0,2662,0,0,0,1,24,0,non-spammer
45,38,265,24,0,230,0,3,0,1,41,0,non-spammer
39,9,15,10,0,45,0,0,0,1,66,1,non-spammer
138,24821,13982,700,11,95922,0,1,0,1,114,0,non-spammer
1236,8329,1486,744,176,2296,0,1,0,2,96,4,non-spammer
926,997,542,740,0,16341,0,0,0,1,56,0,non-spammer
0,7,24,0,0,1,0,0,0,1,22,0,non-spammer
296,2634,2294,184,1,19627,0,0,0,1,116,0,non-spammer
372,6339,5375,2146,8,76198,0,0,0,1,38,0,non-spammer
1811,6361,741,24,213,5707,0,1,2,1,114,4,non-spammer
846,58,66,0,2,131,3,0,2,1,111,0,non-spammer
1430,5430,58,66,49,4426,0,0,1,1,70,0,non-spammer
89,244,599,8,0,3769,0,0,0,1,86,0,non-spammer
1267,28,23,0,0,1811,0,0,1,1,100,2,non-spammer
505,466,171,789,1,7475,0,1,0,1,62,0,non-spammer
900,21,21,5,0,94,0,0,0,1,27,4,non-spammer
647,1749,1678,1,5,170761,0,0,0,1,58,1,non-spammer
383,129,1016,146,0,2562,0,0,0,1,27,0,non-spammer
967,0,1,0,0,502,0,0,0,1,36,0,non-spammer
2461,116002,651,479,2321,98534,0,0,0,1,34,0,non-spammer
1756,1764,248,14,33,4383,0,2,0,1,100,4,non-spammer
1418,22896,4029,5,1134,18422,0,0,0,1,116,4,non-spammer
62,13058,0,0,57,1041,39,0,1,1,82,0,non-spammer
1370,44474,1766,33998,99,74026,0,0,0,1,49,0,non-spammer
385,1,8,0,0,285,0,0,0,1,0,0,non-spammer
647,1124,224,306,12,15333,0,0,0,1,116,4,non-spammer
667,869,1057,1,5,120151,0,0,0,1,26,0,non-spammer
1267,1133,980,477,1,47090,0,0,0,1,68,2,non-spammer
147,1859,2040,395,2,17455,2,2,1,1,101,2,non-spammer
1316,301,289,25,0,29085,0,0,0,1,26,0,non-spammer
1384,536,863,3,4,1079,0,1,0,1,8,0,non-spammer
1017,78,112,9,2,837,0,2,0,1,40,0,non-spammer
556,196,36,112,1,7064,0,0,0,1,30,0,non-spammer
1319,521,503,1,15,23604,0,0,0,1,4,0,non-spammer
278,1842,1138,68,1,5114,0,0,0,1,29,0,non-spammer
1507,346,341,309,2,17559,0,3,1,1,98,3,non-spammer
552,332,394,9,9,10588,41,0,1,1,118,8,non-spammer
551,5,22,0,0,126,0,0,0,1,81,2,non-spammer
1199,1147,1228,2718,2,16741,0,0,0,1,96,2,non-spammer
625,499,1558,165,1,511,2,1,1,1,111,0,non-spammer
925,132,214,35,1,1768,0,0,0,1,111,4,non-spammer
1105,437,825,336,1,29728,3518,0,1,1,60,0,non-spammer
790,182,222,2,10,1142,0,0,0,1,103,0,non-spammer
18,8,20,0,0,13636,0,0,0,1,91,0,non-spammer
984,124,213,804,6,33868,0,0,0,1,7,0,non-spammer
1467,2707,1190,172,286,71545,0,0,0,1,52,0,non-spammer
244,1483,1822,0,4,64420,0,3,0,1,60,5,non-spammer
189,9084,0,0,45,4631,40,0,1,1,82,0,non-spammer
654,961,834,197,1,2797,0,0,0,1,61,0,non-spammer
619,64,54,0,0,1391,0,0,0,1,20,0,non-spammer
432,1268,12,1,164,62337,0,0,0,1,52,2,non-spammer
145,303,935,578,2,8687,1,0,2,1,73,0,non-spammer
1005,907,950,0,81,36820,0,0,0,1,52,0,non-spammer
461,70,0,0,4,132753,0,0,0,1,56,0,non-spammer
1359,3748,344,5,36,4929,0,0,0,1,20,0,non-spammer
954,38,56,192,2,787,1,2,1,1,79,1,non-spammer
1653,1019,1191,226,0,4984,0,0,0,1,46,0,non-spammer
1396,965,519,37,26,2039,0,0,0,1,117,3,non-spammer
1363,1693,1998,455,62,21078,0,0,1,1,77,0,non-spammer
491,2533,1630,31,9,80399,1,2,1,1,59,0,non-spammer
28,405,2000,0,0,3264,0,0,0,1,116,0,non-spammer
1802,83984,951,0,414,47535,0,0,1,1,66,0,non-spammer
639,131,317,101,0,6956,40,0,2,1,71,2,non-spammer
43,142,131,0,0,1807,1,0,1,1,68,0,non-spammer
23,68,147,0,2,14934,0,0,0,1,91,2,non-spammer
1426,411,411,170,54,20366,0,1,1,1,72,0,non-spammer
1638,494,137,302,3,9975,0,0,0,1,64,0,non-spammer
311,1026,1114,8,2,1623,0,0,0,1,49,1,non-spammer
793,342,749,74,5,573,1,0,1,1,118,0,non-spammer
7,1,2,0,0,1,0,0,1,1,28,0,non-spammer
779,28,15,3,1,1052,0,0,0,1,52,0,non-spammer
520,258,248,7016,1,3167,72,0,1,1,24,0,non-spammer
885,49,246,57,0,1005,0,0,0,1,113,0,non-spammer
1826,8313,8392,24,125,17039,0,0,0,2,39,0,non-spammer
843,66,23,0,1,66016,0,0,0,1,51,2,non-spammer
703,5613,0,0,9,221578,0,0,0,1,38,0,non-spammer
1272,888,143,5,17,8991,0,2,0,1,68,2,non-spammer
1603,1241,1951,470,9,34337,10,2,2,1,118,0,non-spammer
1352,3361,217,261,199,35770,1,1,1,1,118,0,non-spammer
228,2,21,0,0,33704,0,0,0,1,66,4,non-spammer
1257,61,116,5,0,1558,0,0,0,1,24,0,non-spammer
948,970,972,3710,0,14601,0,0,0,1,67,4,non-spammer
256,269,61,54,0,5273,0,0,0,1,60,1,non-spammer
1310,7,2001,5,0,101,3596,0,1,1,95,2,non-spammer
456,544,1987,1923,2,16497,1,2,1,1,93,0,non-spammer
1681,435,187,953,10,22704,2,0,2,1,109,5,non-spammer
1467,220418,90,9,3708,130341,0,1,0,1,76,0,non-spammer
539,724,152,845,0,48497,0,0,0,1,93,2,non-spammer
918,7,488,0,0,550,0,0,0,1,20,0,non-spammer
743,147,111,9,0,2348,11,0,1,1,65,0,non-spammer
751,12,25,0,0,24486,0,0,0,1,58,0,non-spammer
443,365,43,14,0,10421,29,0,1,1,79,4,non-spammer
299,18,1,0,0,4750,0,0,0,1,0,0,non-spammer
297,41537,0,1,221,19942,42,0,1,1,82,0,non-spammer
1132,268,184,71,0,16163,0,0,1,1,70,2,non-spammer
543,603,150,0,0,3052,38,0,1,1,78,0,non-spammer
743,399,432,402,0,3561,0,0,0,1,46,0,non-spammer
398,174,206,78,0,3301,4,0,1,1,34,1,non-spammer
713,102,107,108,1,1529,0,1,2,1,44,0,non-spammer
1007,5102,3480,1795,84,10070,0,0,0,1,34,0,non-spammer
1013,39,80,140,0,3323,677,0,1,1,23,4,non-spammer
1368,910,151,4,2,4747,0,0,0,1,39,0,non-spammer
25,6,29,0,1,9,0,0,0,1,32,1,non-spammer
1417,68,291,8,5,8005,0,0,0,1,12,0,non-spammer
158,1645,1831,0,2,141452,0,0,0,1,43,3,non-spammer
2,10,32,0,0,113,0,0,0,1,117,2,non-spammer
455,3651,2112,7401,3,53095,80,0,1,1,23,0,non-spammer
14,6,29,5,0,22,0,0,0,1,28,4,non-spammer
150,32,46,147,0,957,0,0,1,1,52,3,non-spammer
1542,1834,537,4,57,2772,0,3,1,1,68,5,non-spammer
688,4882,320,0,0,216,0,0,0,1,71,0,non-spammer
682,245,550,184,7,1245,4,0,1,1,98,0,non-spammer
2068,1384,650,50,29,34847,0,0,0,1,17,0,non-spammer
226,130,208,49,1,1194,0,0,1,1,34,2,non-spammer
129,55,50,14985,1,7526,0,1,0,1,62,4,non-spammer
1474,1646,1842,9,22,4136,0,0,0,1,6,0,non-spammer
923,49,84,0,0,1130,0,4,0,1,103,0,non-spammer
814,100,139,0,0,1889,0,0,0,1,29,0,non-spammer
1327,449,217,215,0,12437,2764,0,1,1,54,2,non-spammer
1041,2333,1716,0,23,8477,0,0,0,1,17,0,non-spammer
952,970,457,3142,55,78122,0,0,0,1,26,0,non-spammer
36,27339,0,0,136,804,44,0,1,1,82,0,non-spammer
2,0,1,0,0,11,0,1,0,1,77,0,non-spammer
298,30304,0,0,212,16061,44,0,1,1,82,0,non-spammer
1615,6984,401,42,116,1505,0,0,0,1,62,4,non-spammer
464,2,24,1,0,207,0,0,0,1,84,0,non-spammer
715,902,1998,13,1,27836,2,0,1,1,107,0,non-spammer
1394,623,524,226,40,65367,0,0,0,1,28,0,non-spammer
847,3484,1155,3953,0,9926,0,1,0,1,77,0,non-spammer
1492,1082,2002,706,19,82054,5,0,1,1,112,0,non-spammer
1507,35891,36448,0,191,53934,0,0,0,1,51,0,non-spammer
233,190,816,0,0,46509,0,8,0,1,104,4,non-spammer
13,1,4,0,0,25,0,0,1,1,39,0,non-spammer
973,183,178,36,0,486,0,0,0,1,43,0,non-spammer
1248,113,233,102,1,6394,0,0,0,1,48,0,non-spammer
1322,411,280,2,16,3159,2,1,2,1,98,4,non-spammer
597,311,301,99,1,6911,0,1,0,1,52,0,non-spammer
40,3616,352,10,0,538,0,0,0,1,50,4,non-spammer
543,1300,1793,12,15,5188,0,0,0,1,54,1,non-spammer
420,352,475,9,0,653,0,0,0,1,91,2,non-spammer
612,20,32,0,0,572,0,0,0,1,52,0,non-spammer
1645,1189,1397,573,32,56349,495,0,1,1,118,0,non-spammer
136,8,27,240,0,269,75,0,1,1,106,7,non-spammer
675,1102,1089,0,4,113532,0,0,0,1,42,0,non-spammer
1414,99,754,765,1,583,0,1,0,1,25,0,non-spammer
10,47,67,0,0,1032,0,0,0,1,108,4,non-spammer
1026,143,358,29,0,533,0,0,1,1,16,0,non-spammer
2,21,69,34,0,58,0,0,0,1,109,0,non-spammer
1294,468,309,10,0,10531,0,0,0,1,6,0,non-spammer
61,1356,1313,0,0,12130,0,0,0,1,97,2,non-spammer
634,49,24,11,0,942,45,0,1,1,31,1,non-spammer
400,4054,4404,0,8,30878,0,0,0,1,116,0,non-spammer
425,56,178,3,1,195,0,0,1,1,119,0,non-spammer
469,216,308,2570,8,35779,0,0,0,1,42,0,non-spammer
1666,2572,176,218,31,5298,2,0,3,1,119,0,non-spammer
1680,11156,234,37,57,7639,0,0,0,1,36,3,non-spammer
1058,511,267,43,0,18314,0,0,0,1,41,0,non-spammer
605,104,24,0,1,94619,0,0,0,1,66,0,non-spammer
568,1299,1683,262,2,8403,0,0,0,1,94,2,non-spammer
4,3,20,0,0,839,0,0,0,1,18,0,non-spammer
996,661,467,8,2,9985,0,0,1,1,65,0,non-spammer
1206,355,375,12,1,3959,0,0,1,1,76,0,non-spammer
468,4549,4953,0,15,38255,0,0,0,1,116,0,non-spammer
1447,1501,1879,4,7,84963,0,0,0,1,31,2,non-spammer
664,223,818,0,0,46733,0,8,0,1,104,4,non-spammer
1511,271,357,2123,13,6668,39,0,1,1,92,5,non-spammer
1707,307,259,188,34,50181,0,0,0,1,3,0,non-spammer
853,154,540,17,1,3623,1,1,1,1,107,0,non-spammer
1192,685,36,0,2,39021,0,2,0,1,82,12,non-spammer
1115,353,72,71,26,1539,0,0,0,1,25,0,non-spammer
1762,674,539,20,14,1386,0,0,0,1,70,0,non-spammer
1045,875,633,1735,3,18550,3,0,1,1,98,0,non-spammer
1525,1621,1325,597,49,55846,0,1,0,1,119,0,non-spammer
654,1179,1752,0,17,361,0,0,0,1,118,0,non-spammer
1501,612,1327,92,4,2317,0,0,0,1,83,0,non-spammer
252,288,230,26,1,1652,0,0,0,1,78,1,non-spammer
583,344,310,660,0,4310,0,0,0,1,27,0,non-spammer
1776,8530,433,1735,208,40310,0,0,1,1,59,0,non-spammer
61,45,70,137,0,1126,0,1,0,1,76,0,non-spammer
